xResponse,yResponse,Loud_Mean,Loud_Std,MFCC1_Mean,MFCC1_Std,MFCC2_Mean,MFCC2_Std,MFCC3_Mean,MFCC3_Std	
0.22666666666666666,0.15166666666666667,24.853181292687854,2.84704514131326,3.213031537634633,0.44600337560704034,1.195979078652285,0.3102341892338571,0.7641380744235601,0.35249880406218076
0.7516666666666667,0.645,8.684215640863998,0.9963543048048953,1.906871996048171,0.35646454042647435,0.1363650166653778,0.22969232025513842,0.4098468278512701,0.22458657080708402
0.8166666666666667,0.7033333333333334,9.047370605785643,0.7260851917180026,1.4805318181540998,0.2251136229192457,-0.2555034913364474,0.22748668562863475,0.306741345072806,0.21991431798195343
0.155,0.6683333333333333,19.378393220835147,2.19917162450707,3.453754948484362,0.26682583548348254,-1.2114301908522356,0.35457348490615775,0.8559363030670188,0.2230374659003634
0.7866666666666666,0.11666666666666667,12.26656733116542,5.280863612643313,0.12153908394290923,1.159528614920186,-0.9690070412077302,1.0345837725321423,1.3962176337535865,0.6593539177514377
0.2633333333333333,0.32166666666666666,19.099775180387773,2.3842603608354,3.325903995017913,0.27519752680419224,-0.19369072728119716,0.34832647405169,0.32519979722232556,0.2766316939999915
0.3933333333333333,0.125,13.430475234578857,6.8382925816250015,4.063996277564541,0.70863253016366,-0.14453895393290664,0.921749050908908,-1.2360680984747818,0.624638837691066
0.06333333333333334,0.5283333333333333,21.101896603692577,2.2158574441200147,3.39486060521572,0.2430266347383052,-1.9725888155492712,0.26785732793832717,-1.1141042949390125,0.3167559237323594
0.9383333333333334,0.5016666666666667,8.604444551886024,1.0635849105980326,3.47888867214094,0.926352326966262,2.0610346577387624,0.5725211831711696,0.04573668859919589,0.38123054289927316
0.8966666666666666,0.8533333333333334,7.071875939980412,0.7052120183674574,2.9403060918213555,0.32106399504494915,-0.06057887412050948,0.262036548997397,0.24186773398419745,0.2225175406616743
0.31,0.395,7.198423408243055,1.9472508156041186,2.622130099186171,0.385984278250081,-0.14241770062348094,0.47982891577370423,0.7535096475519844,0.4667704095868566
0.8916666666666667,0.8133333333333334,5.981187781256381,0.5009974356050677,2.0801778634597565,0.26231634818439176,0.4273919740532811,0.25779544245629543,0.051426734063901976,0.25518257733447497
0.19333333333333333,0.12333333333333334,35.01789190449956,5.834504319376713,2.325699047473869,0.38673545414693106,0.0706834742348949,0.2897578603508697,0.6431491813588238,0.2808388246864602
0.33666666666666667,0.22333333333333333,23.1869969404633,2.4212293172530304,2.655121418584827,0.3102842819047721,-0.10823431643775847,0.28239567014879197,0.4054942344827879,0.31590411007471314
0.16833333333333333,0.14166666666666666,36.09071359304654,4.173624307801177,3.0108872494259598,0.41212050123980726,-0.1765740223011156,0.2995400538525271,0.5048257962701836,0.289206968664116
0.6216666666666667,0.44166666666666665,7.151199950117325,1.308156644521883,2.9481792143105,0.5338904614373279,0.556624118264259,0.30976659427668224,0.42067514910109993,0.23491866554342583
0.55,0.3933333333333333,17.544713183365833,3.887839609039182,4.7562541393035405,0.4045085553145562,-0.9730475393355147,0.8214348963775044,0.9481143003892085,0.6066959079226334
0.32666666666666666,0.575,8.370860976316811,1.197395559739263,4.122246836165512,0.37758148489549465,1.1650754983511418,0.45352684492109446,0.6779056110025304,0.4085723528086354
0.055,0.255,23.682456878343615,4.147064740050678,4.132674421827552,0.696139082778517,-1.1404361084085322,0.3275183437392867,-1.2181094546140943,0.33835056377305706
0.495,0.26666666666666666,23.069487766044457,2.337588107488179,5.424805840570908,0.3673399209142597,0.578545050162597,0.2567528527683402,0.37661011496962504,0.28709042058646955
